CODIGOISIMP;AUTORIZACAO;DATAPUBLICACAO;RAZAOSOCIAL;CNPJ;ENDERECO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DISTRIBUIDORA;DATAVINCULACAO;CLASSE
1250734;GLPPA0312988;16/01/2019;AFUA GAS EIRELI;29420757000116;AVENIDA MICAELA FERREIRA,  83;;CENTRO;68890000;PA;AFUA;NACIONAL GAS BUTANO;16/01/2019;1 AREA  - Classe IV - NBR 15514
1243302;GLP/PA0245142;30/04/2018;EDSON PEREIRA LIMA 60560398204;29109185000159;RUA JOSÉ GOUVEIA COSTA,  572;;SAMAMBAIA;68700310;PA;CAPANEMA;INDEPENDENTE;30/04/2018;1 AREA  - Classe I - NBR 15514
1248793;GLPCE0307799;07/11/2018;FERNANDES E ELIANA GAS LTDA;27587075000177;RUA TENENTE ANTONIO PAULINO,  66;;CENTRO;63590000;CE;SABOEIRO;LIQUIGAS;07/11/2018;1 AREA  - Classe IV - NBR 15514
1242193;GLP/MG0244494;28/03/2018;DIOGO GERALDO COSTA EIRELI;28879902000169;AVENIDA JOAO PINHEIRO,  3978;;CIDADE JARDIM;34800000;MG;CAETE;COPA ENERGIA;28/03/2018;1 AREA  - Classe III - NBR 15514
1246253;GLPRS0303216;09/08/2018;CUNHA COMERCIAL DE GAS LTDA;28145770000141;RUA BOM JESUS,  56;;OPERARIO;93700000;RS;CAMPO BOM;LIQUIGAS;13/08/2021;1 AREA  - Classe II - NBR 15514
1243824;GLP/PR0245453;21/05/2018;SUPER-TOLEDO GAS LTDA;29946972000155;AVENIDA MARIPÁ,  1894;SALA 01;JARDIM EUROPA;85908220;PR;TOLEDO;SUPERGASBRAS ENERGIA;21/05/2018;1 AREA  - Classe V - NBR 15514
1241212;GLP/SP0243897;22/02/2018;DIOGO JACOMINI DE OLIVEIRA;27955107000140;RUA PREFEITO FRANCISCO BERNARDO BERTHOLINO,  737;;JARDIM SANTO ANGELO;19860000;SP;CRUZALIA;ULTRAGAZ;04/06/2019;1 AREA  - Classe I - NBR 15514
1256022;GLPMA0331992;24/07/2019;W DE OLIVEIRA GOMES COMERCIO E REPRESENTACOES;32202778000170;RUA MONSENHOR GENTIL,  117;;CENTRO;65530000;MA;URBANO SANTOS;BAHIANA;07/10/2021;1 AREA  - Classe III - NBR 15514
1027019;GLPPR0353679;19/03/2020;AUTO POSTO PINHEIRO PRETO EIRELI;81891574000107;AVENIDA DOUTOR DAVID FEDERMANN,  657;;VILA BRASILINHA;84240000;PR;PIRAI DO SUL;LIQUIGAS;19/03/2020;1 AREA  - Classe II - NBR 15514
1260074;GLPGO0348750;13/12/2019;DEPOSITO DE GAS MOURA EIRELI;34595257000155;AVENIDA OLAVO BILAC,  759;QUADRA96                  LOTE  08;LOT FAICALVILLE;74360105;GO;GOIANIA;NACIONAL GAS BUTANO;08/01/2020;1 AREA  - Classe II - NBR 15514
1260583;GLPGO0350095;30/12/2019;G E L DISTRIBUIDORA LTDA;34691897000169;RUA X 20, ESQ C RUA X - 18,  SN;QUADRA11                  LOTE  04;SITIOS SANTA LUZIA-RESIDENCIAL;74922565;GO;APARECIDA DE GOIANIA;ULTRAGAZ;21/03/2024;1 AREA  - Classe II - NBR 15514
1277624;GLPMG0387004;01/10/2021;RSL DISTRIBUIDORA LTDA;43044531000199;AVENIDA A,  2003;;SAMAMBAIA;35675000;MG;JUATUBA;COPA ENERGIA;01/10/2021;1 AREA  - Classe III - NBR 15514
1274595;GLPMG0380044;25/06/2021;GILENO BARBOSA DOS SANTOS;36738908000225;RUA TEOFILO PINTO,  280;ANEXO A;CENTRO;39945000;MG;PALMOPOLIS;SUPERGASBRAS ENERGIA;25/06/2021;1 AREA  - Classe II - NBR 15514
1269716;GLPSP0366720;22/12/2020;JOSEFA SOARES DA SILVA ARMAZEM;12083662000151;AVENIDA MAL ARTHUR DA COSTA E SILVA,  1018;;CENTRO;15390000;SP;ITAPURA;SUPERGASBRAS ENERGIA;22/12/2020;1 AREA  - Classe I - NBR 15514
1269713;GLPES0366742;22/12/2020;GLAUCINEIA BIAZATTI LACERDA;24896833000140;AVENIDA JOAO PINHEIRO DE LACERDA,  337;;AGUAS CLARAS;29795000;ES;AGUIA BRANCA;LIQUIGAS;22/12/2020;1 AREA  - Classe I - NBR 15514
1155582;GLPGO0385494;02/09/2021;DELSON MACHADO BORGES;10873070000108;AVENIDA SANTOS DUMONT,  50;;JARDIM BOM PASTOR;75860000;GO;QUIRINOPOLIS;INDEPENDENTE;02/09/2021;1 AREA  - Classe I - NBR 15514
1276791;GLPGO0385533;08/09/2021;MENDES & OLIVEIRA DISTRIBUIDORA DE BEBIDAS LTDA;20762776000237;RUA MARIA MORGON,  SN;QUADRA12                  LOTE  23;RESIDENCIAL BARKA I;75706888;GO;CATALAO;ULTRAGAZ;08/09/2021;1 AREA  - Classe III - NBR 15514
1268538;GLPSP0364637;11/11/2020;DIOGO HENRIQUE INACIO BEZERRA;38066827000170;RUA JOSE CAXIMIRO XAVIER,  174;;JARDIM PLANALTO;16250000;SP;CLEMENTINA;SUPERGASBRAS ENERGIA;23/03/2021;1 AREA  - Classe I - NBR 15514
1271079;GLPPR0370046;11/02/2021;E LUCIO COMERCIO DE GAS LTDA;37244488000102;RUA QUIRI,  755;LOJA  01;CENTRO;85460000;PR;QUEDAS DO IGUACU;CONSIGAZ;25/04/2023;1 AREA  - Classe III - NBR 15514
1275662;GLPRR0383497;29/07/2021;REBECCA GAS LTDA;39670936000165;AVENIDA GENERAL ATAIDE TEIVE,  8995;A;EQUATORIAL;69317334;RR;BOA VISTA;FOGAS;29/07/2021;1 AREA  - Classe II - NBR 15514
1019825;GLPMT0382975;22/07/2021;ROSALINA DE LIMA DIAS;37488608000117;AVENIDA AYRTON SENNA,  1450;SAIDA PARA GUARANTA;CENTRO;78528000;MT;NOVO MUNDO;FOGAS;22/07/2021;1 AREA  - Classe II - NBR 15514
1276969;GLPSC0386108;14/09/2021;MERCADO LITORAL LTDA;20284012000100;RUA JOAO MANOEL DA SILVA,  S/N;;PRAIA DE FORA;88130005;SC;PALHOCA;SUPERGASBRAS ENERGIA;14/09/2021;1 AREA  - Classe II - NBR 15514
1268369;GLPPR0364355;04/11/2020;TMN COMERCIO DE GAS E AGUA LTDA;37761964000162;AVENIDA CUIABA,  940;;JARDIM GRALHA AZUL;87112000;PR;SARANDI;INDEPENDENTE;04/11/2020;1 AREA  - Classe II - NBR 15514
1274720;GLPRO0380417;30/06/2021;PAULO VAGNER DOS SANTOS CARNEIRO;40375411000186;RUA RAIMUNDO CANTUARIA,  4211;;AGENOR DE CARVALHO;76820353;RO;PORTO VELHO;AMAZONGAS;30/06/2021;1 AREA  - Classe II - NBR 15514
1268406;GLPBA0364399;05/11/2020;REI DO GAS COMERCIO VAREJISTA DE GLP LTDA;39383652000198;PRACA MAROLY LOPES,  0;;ALTO DO CABRITO;40484210;BA;SALVADOR;SUPERGASBRAS ENERGIA;08/06/2022;1 AREA  - Classe II - NBR 15514
1284172;GLPES0400043;20/05/2022;SOUSA & BANHOS COMERCIO DE GAS  LTDA;43958547000107;AVENIDA PROFESSOR APARICIO ALVARENGA,  150;;BARRA DO RIACHO;29197556;ES;ARACRUZ;SUPERGASBRAS ENERGIA;24/10/2024;1 AREA  - Classe II - NBR 15514
1214538;GLPPE0396659;07/04/2022;JOAO B. DA SILVA - IPOJUCA;21853202000156;1A TRAVESSA MARIO JULIO DO REGO,  26;;NOSSA SENHORA DO O;55590000;PE;IPOJUCA;BAHIANA;07/04/2022;1 AREA  - Classe II - NBR 15514
1282818;GLPSC0396666;07/04/2022;GAS SILVESTRE LTDA;45217933000173;RODOVIA GABRIEL ARNS,  4094;;VILA FRANCA;88850000;SC;FORQUILHINHA;ULTRAGAZ;07/04/2022;1 AREA  - Classe IV - NBR 15514
1281541;GLPRN0394539;21/02/2022;JOSE ROBERTO SOUZA MAGALHAES;16700131000200;RUA VEREADOR CRISTINO RODRIGUES DA SILVA,  SN;;SITIO DE BOA VISTA;59214000;RN;SERRA DE SAO BENTO;COPA ENERGIA;24/03/2025;1 AREA  - Classe III - NBR 15514
1284669;GLPES0400874;03/06/2022;ELENO GAS LTDA;31853460000196;RUA SANTA FE,  306;;FLEXAL I;29155609;ES;CARIACICA;SUPERGASBRAS ENERGIA;13/06/2022;1 AREA  - Classe II - NBR 15514
1289423;GLP/PB0247556;15/03/2023;R ALVES VIEIRA E FILHO COMERCIO VAREJISTA DE GAS LTDA;47589807000175;RUA   TRANQUILINO COELHO LEMOS,  390;;DINAMÉRICA;58432300;PB;CAMPINA GRANDE;SUPERGASBRAS ENERGIA;15/03/2023;1 AREA  - Classe IV - NBR 15514
1287311;GLP/PR0246618;21/10/2022;M DE SOUZA GAS;44865763000170;AVENIDA  TOMAZ EDISON DE ANDRADE VIEIRA,  430;;EUCALIPTOS;83820701;PR;FAZENDA RIO GRANDE;NACIONAL GAS BUTANO;21/10/2022;1 AREA  - Classe II - NBR 15514
1292194;GLPMT0415834;16/06/2023;F. PINHAL COMERCIO DE BEBIDAS;02461057000113;RUA JOSE LOPES DE MOLON,  53;SALA  01;JARDIM PLANALTO I;78280000;MT;MIRASSOL D'OESTE;ULTRAGAZ;16/06/2023;1 AREA  - Classe II - NBR 15514
1291564;GLPSP0414594;30/05/2023;COMERCIAL ARIRIBA 2 LTDA;47270521000122;ESTRADA CAPELINHA,  4812;;TERRAS DE SAO FELIPE (CAUCAIA DO ALTO);6729080;SP;COTIA;CONSIGAZ;29/01/2024;1 AREA  - Classe II - NBR 15514
1154660;GLP/RS0247760;11/04/2023;PETERSON AZEREDO ALFF;10903191000155;RUA  TAQUARI,  368;ANEXO 1;BOM JESUS;95840000;RS;TRIUNFO;INDEPENDENTE;11/04/2023;1 AREA  - Classe I - NBR 15514
1295162;GLPSP0421606;08/09/2023;FARIAS & BARBOSA LTDA;45641538000113;2A AVENIDA ALEXANDRE VILLELA DE ANDRADE,  3191;;JARDIM PARAISO;14460000;SP;CRISTAIS PAULISTA;INDEPENDENTE;08/09/2023;1 AREA  - Classe III - NBR 15514
1296478;GLPPA0423647;23/10/2023;K T M COMERCIO DE GAS LTDA;41282944000186;TRAVESSA PEDREIRINHA,  126;;ARAPIRANGA;68780000;PA;VIGIA;COPA ENERGIA;23/10/2023;1 AREA  - Classe III - NBR 15514
1293468;GLPES0417704;18/07/2023;J.R.S ALIMENTOS LTDA;45032252000130;RUA PROJETADA,  SN;GALPAO1;BOA VISTA DO SUL;29345000;ES;MARATAIZES;INDEPENDENTE;18/07/2023;1 AREA  - Classe II - NBR 15514
1287491;GLPRS0417482;14/07/2023;SANDER COMERCIO DE COMBUSTIVEIS LTDA;91411256001461;RUA DA ESTACAO,  671;;CENTRO;95730000;RS;BARAO;ULTRAGAZ;11/12/2023;1 AREA  - Classe I - NBR 15514
1299959;GLPMG0431875;13/03/2024;VITORIA GAS SANTA LUZIA LTDA;53674950000168;AVENIDA BRASILIA,  105;;DUQUESA I (SAO BENEDITO);33170000;MG;SANTA LUZIA;NACIONAL GAS BUTANO;13/03/2024;1 AREA  - Classe IV - NBR 15514
1302831;GLPGO0437705;16/07/2024;JK DISTRIBUIDORA DE GAS E AGUA LTDA;54753429000189;RUA VAZ DE ALMEIDA,  SN;QUADRA34                  LOTE  8 A 11              BLOCO B;VILA MENESES;75902080;GO;RIO VERDE;INDEPENDENTE;16/07/2024;1 AREA  - Classe II - NBR 15514
1301562;GLPSC0434725;14/05/2024;PACHECO GAS E AGUA LTDA;46845503000169;RUA NELSON FLORIANO CAMPOS,  SN;ANEXO MERCADO BICOTA N1002;PACHECO;88135000;SC;PALHOCA;SUPERGASBRAS ENERGIA;14/05/2024;1 AREA  - Classe II - NBR 15514
1299012;GLPPB0430169;01/02/2024;ADEVANIA ANDRE DA SILVA RODRIGUES;51776944000196;RUA JOSE FRANCISCO DA SILVA,  148;;CONJ PAULO ROLIM;58342000;PB;SOBRADO;INDEPENDENTE;01/02/2024;1 AREA  - Classe I - NBR 15514
1286729;GLPSC0431238;27/02/2024;MPS COMERCIO DE COMBUSTIVEIS LTDA;37435735001049;ACESSO CIDADE ALTA DONA MARCIA MARGARIDA SANTOS,  4921;;SAO CRISTOVAO;89665000;SC;CAPINZAL;NACIONAL GAS BUTANO;27/02/2024;1 AREA  - Classe I - NBR 15514
1304222;GLPMG0439996;13/09/2024;FREITAS GAS LTDA;43279890000206;AVENIDA 23,  728;;CENTRO;38240000;MG;ITAPAGIPE;ULTRAGAZ;13/09/2024;1 AREA  - Classe III - NBR 15514
1301204;GLPPR0434249;02/05/2024;COMERCIO XAMAGAS LTDA;22740477000499;RUA PREFEITO JOSE GRANDE,  51;;CENTRO;85200000;PR;PITANGA;SUPERGASBRAS ENERGIA;02/05/2024;1 AREA  - Classe III - NBR 15514
1303287;GLPAP0438394;06/08/2024;A. P. VIDAL RAMOS;43812762000103;RUA PROFESSOR TOSTES,  762;;JESUS DE NAZARE;68908118;AP;MACAPA;COPA ENERGIA;06/08/2024;1 AREA  - Classe II - NBR 15514
1300894;GLPSP0433706;19/04/2024;LOPES DE AZEVEDO COMERCIO DE GAS LTDA;53280837000106;RUA MIGUEL BRAZ ARROTEIA,  616;;CENTRO;17260041;SP;ITAJU;ULTRAGAZ;19/04/2024;1 AREA  - Classe III - NBR 15514
1301589;GLPPA0434795;15/05/2024;GS GAS LTDA.;27116991001109;RUA OLAVO BILAC,  S/N;QUADRA03                  LOTE  18;MONTES REI;68473000;PA;NOVO REPARTIMENTO;BAHIANA;10/03/2025;1 AREA  - Classe IV - NBR 15514
1298435;GLPRS0427648;12/01/2024;LOEBLEIN COMERCIAL DE BEBIDAS LTDA;93222685000100;RUA 7 DE SETEMBRO,  1162;;;97900000;RS;CERRO LARGO;ULTRAGAZ;12/01/2024;1 AREA  - Classe III - NBR 15514
1299075;GLPRS0430231;05/02/2024;SANTOS GAS, AGUA E CHOPP LTDA;52557407000118;RUA LEODORO DIAS DA SILVA,  238;;COPAS VERDES;99704634;RS;ERECHIM;ULTRAGAZ;05/02/2024;1 AREA  - Classe I - NBR 15514
1306846;GLPBA0446746;08/01/2025;M MACHADO COMERCIO DE GAS LTDA;56430551000140;RUA ANDARAI,  SN;;JARDIM CRUZEIRO;44024258;BA;FEIRA DE SANTANA;INDEPENDENTE;08/01/2025;1 AREA  - Classe IV - NBR 15514
1308616;GLPMA0450071;20/03/2025;F B SOBRINHO ALBUQUERQUE  LTDA;59824779000102;RUA RIO BRANCO,  2444;;CENTRO;65945000;MA;ARAME;BAHIANA;20/03/2025;1 AREA  - Classe III - NBR 15514
1308617;GLPGO0450082;20/03/2025;CHAMA DISTRIBUIDORA DE GAS E BEBIDAS LTDA;57940499000134;RUA 5,  24;QUADRA7                   LOTE  15;MORRO DA SAUDADE;75650000;GO;MORRINHOS;ULTRAGAZ;20/03/2025;1 AREA  - Classe V - NBR 15514
1305370;GLPPR0442768;29/10/2024;A&A RAPIDEX COMERCIO DE GAS LTDA;28692985000930;RUA PAULO SETUBAL,  845;;HAUER;81630110;PR;CURITIBA;ULTRAGAZ;29/10/2024;1 AREA  - Classe II - NBR 15514
1241440;GLPAM0454607;26/06/2025;J T S DAS NEVES COMERCIO;28818204000153;BECO MAUA,  50;LOJA  2;CACHOEIRINHA;69065072;AM;MANAUS;AMAZONGAS;26/06/2025;1 AREA  - Classe II - NBR 15514
1310963;GLPPR0454886;02/07/2025;ROCHA GAS LTDA;60775969000166;RUA PIONEIRO,  2580;;DALLAS;85953128;PR;PALOTINA;INDEPENDENTE;02/07/2025;1 AREA  - Classe II - NBR 15514
1310072;GLPBA0453041;27/05/2025;N&S COMERCIO DE GAS LTDA;25965620000943;AVENIDA AVENIDA PEDRO JOSE DA SILVA,  480;;CASAS POPULARES;44600000;BA;IPIRA;SUPERGASBRAS ENERGIA;27/05/2025;1 AREA  - Classe IV - NBR 15514
1305353;GLPSC0442799;29/10/2024;ANDREZA DE MELLO ALVES PEREIRA;22511352000306;RODOVIA SC 445,  3271;;PEDREIRAS;88828000;SC;BALNEARIO RINCAO;INDEPENDENTE;29/10/2024;1 AREA  - Classe I - NBR 15514
1306177;GLPBA0444184;04/12/2024;JS COMERCIO DE MERCADORIAS LTDA;42850816000154;RUA RUA FRANCISCO LAMEIRA,  SN;;MURIBECA;43900000;BA;SAO FRANCISCO DO CONDE;COPA ENERGIA;04/12/2024;1 AREA  - Classe I - NBR 15514
1307832;GLPPR0448605;14/02/2025;J. GAS LTDA;58753322000191;RUA NEDO LEOPOLDO GENTA,  39;;CENTRO;86910000;PR;MARUMBI;NACIONAL GAS BUTANO;14/02/2025;1 AREA  - Classe II - NBR 15514
1308126;GLPSP0449102;26/02/2025;OLINDA CRESCENCIO SILVA LTDA;18300009000183;AVENIDA PARANAPANEMA,  1240;;GLEBINHA DE FEPASA;19274000;SP;ROSANA;INDEPENDENTE;23/04/2025;1 AREA  - Classe III - NBR 15514
1310862;GLPMG0454736;27/06/2025;AVENIDA GAS LTDA;46269412000203;AVENIDA VICENTE SIMOES,  800;;GUANABARA;37554100;MG;POUSO ALEGRE;SUPERGASBRAS ENERGIA;27/06/2025;1 AREA  - Classe III - NBR 15514
1311413;GLPSC0455543;17/07/2025;JAIR DO GAS LTDA;29131112000163;RUA MANOEL JUSTINO,  135;;CENTRO;88990000;SC;PRAIA GRANDE;COPA ENERGIA;17/07/2025;1 AREA  - Classe I - NBR 15514
1312627;GLPPA0457282;03/09/2025;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA;84110394005602;RODOVIA BR 316,  S/N;KM 131;DISTRITO DE TACIATEUA;68738000;PA;SANTA MARIA DO PARA;NACIONAL GAS BUTANO;03/09/2025;1 AREA  - Classe II - NBR 15514
1002352;001/GLP/MT0015890;11/07/2007;COMERCIAL COSTA DE PETROLEO LTDA;01232573000103;RUA OTTAWA,  44;;CENTRO;78880000;MT;VERA;FOGAS;29/08/2023;1 AREA  - Classe II - Port. DNC 27/96
1020028;001/GLP/ES0017333;28/08/2007;AUTO SERVICO SANTO ANTONIO LTDA;39641808000193;AVENIDA HENRIQUE GABURRO,  290;;SANTO ANTONIO;29920000;ES;RIO BANANAL;SUPERGASBRAS ENERGIA;11/07/2022;1 AREA  - Classe II - Port. DNC 27/96
1027978;001/GLP/RS0009648;06/12/2006;POSTO PIZZOLOTTO LTDA;87700175000190;TREVO DA BR 285 COM A RS 344,  S/N;;TREVO;98855000;RS;ENTRE-IJUIS;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - Port. DNC 27/96
1028877;001/GLP/RS0008670;11/10/2006;PAULO DE TARSO ROSA & FILHO LTDA;94414604000128;AVENIDA BORGES DE MEDEIROS,  785;;CENTRO;98130000;RS;JULIO DE CASTILHOS;LIQUIGAS;09/11/2009;1 AREA  - Classe I - Port. DNC 27/96
161932;001/GLP/PB0001041;14/01/2005;A. SOUZA FECHINE & CIA LTDA;06099708000128;RUA MANOEL MOTA,  635;;BODOCONGO;58109515;PB;CAMPINA GRANDE;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - Port. DNC 27/96
1034417;001/GLP/PR0001580;26/11/2004;CLAUDINETE CORTES DE BARROS;04640654000130;RUA JOSÉ REAL PRADO,  928;;JD SAN FRANCISCO;83501470;PR;ALMIRANTE TAMANDARE;LIQUIGAS;26/07/2004;1 AREA  - Classe II - Port. DNC 27/96
1046868;001/GLP/SP0008522;20/09/2006;MARIA IGNEZ PRADO MARINELLO ME;04709591000121;RUA AUGUSTO MAGANHA,  203;;VILA MANOEL RAYES;17350000;SP;IGARACU DO TIETE;NACIONAL GAS BUTANO;05/09/2006;1 AREA  - Classe II - Port. DNC 27/96
1036122;001/GLP/SP0002398;17/03/2005;DEPOSITO DE GAS ROSARIO LTDA;03662262000100;RUA DA SAUDE,  2228;;NOSSA SENHORA DO SION;11742440;SP;ITANHAEM;NACIONAL GAS BUTANO;28/06/2019;1 AREA  - Classe IV - NBR 15514
1048736;001/GLP/SP0009760;12/12/2006;ELIANE DE FATIMA A  ASSIS   ME;74366907000105;AVENIDA DAVID PASSARINHO,  896;;VILA PRUDENCIANA;19807155;SP;ASSIS;ULTRAGAZ;09/03/2017;1 AREA  - Classe III - Port. DNC 27/96
1049778;001/GLP/RS0010519;08/01/2007;CLAUDIO OTAVIO FRIEDRICH;00992543000132;RUA CANDIDO T. DE MEDEIROS,  S/N;;MEDIANEIRA;97060370;RS;SANTA MARIA;LIQUIGAS;03/01/2007;1 AREA  - Classe I - Port. DNC 27/96
1047989;001/GLP/SP0009215;22/11/2006;TEREZINHA GARCIA PENA;45190881000199;AVENIDA DA SAUDADE,  178;;CENTRO;12282480;SP;CACAPAVA;INDEPENDENTE;05/05/2016;1 AREA  - Classe III - NBR 15514
1048230;001/GLP/MG0015477;18/06/2007;SUPERGASBRAS ENERGIA LTDA;19791896007962;ESTRADA RIO - BAHIA,  S/N;KM 708;BARRA;36880000;MG;MURIAE;SUPERGASBRAS ENERGIA;24/01/2007;1 AREA  - Classe VI - NBR 15514
1047803;001/GLP/BA0009071;09/11/2006;CHAMEGAS COMERCIO VAREJISTA DE GAS LTDA;16372765000192;RUA LEONARDO DOS SANTOS,  139;;PORTAO;42700130;BA;LAURO DE FREITAS;SUPERGASBRAS ENERGIA;15/03/2024;1 AREA  - Classe III - NBR 15514
1052037;001/GLP/RS0012466;21/02/2007;CLAUDINEI LUIS ENGEL;08334543000157;RUA JOSÉ ALFREDO MARTINI,  166;;CENTRO;98950000;RS;ALECRIM;NACIONAL GAS BUTANO;13/02/2007;1 AREA  - Classe III - NBR 15514
1056595;001/GLP/DF0022076;04/07/2008;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;37063328001058;CONJUNTO SMDB CONJUNTO 12 LOTE 02 PLL,  S/N;;SETOR DE MANSOES DOM BOSCO (LAGO SUL);71680120;DF;BRASILIA;INDEPENDENTE;13/05/2025;1 AREA  - Classe II - NBR 15514
1050417;001/GLP/SP0011114;19/01/2007;LUIZ CARLOS FABRI - ME.;64754518000101;AVENIDA PIO XII,  679;;VILA VIRGÍNIA;14030250;SP;RIBEIRAO PRETO;ULTRAGAZ;04/01/2007;1 AREA  - Classe III - Port. DNC 27/96
1051754;001/GLP/ES0012187;15/02/2007;F. S. CRUZ;05519443000107;RUA EUCLIDES DA CUNHA,  02;;PARAISO;29304130;ES;CACHOEIRO DE ITAPEMIRIM;SUPERGASBRAS ENERGIA;22/10/2021;1 AREA  - Classe II - NBR 15514
1050146;001/GLP/MG0010867;16/01/2007;ISABEL CRISTINA RIOS SILVA;08074473000145;TRAVESSA JOSÉ TEODORO DA SILVA,  03;;RIO DAS MORTES;36302000;MG;SAO JOAO DEL REI;COPA ENERGIA;08/01/2007;1 AREA  - Classe II - Port. DNC 27/96
1052398;001/GLP/SP0012739;01/03/2007;EDF COMERCIO DE GAS LTDA - ME;07460044000143;R NANCY DA SILVA CABRAL,  612;;PARQUE CONTINENTAL II;7084130;SP;GUARULHOS;SUPERGASBRAS ENERGIA;30/12/2020;1 AREA  - Classe II - NBR 15514
1045171;001/GLP/SP0007454;14/07/2006;JOÃO LOPES MICHELMAN - ME.;07856770000180;RUA ERMEZINDO PINTO DA SILVA,  215;;JARDIM ALMICI;14960000;SP;NOVO HORIZONTE;INDEPENDENTE;05/05/2016;1 AREA  - Classe IV - NBR 15514
1067626;001/GLP/SP0021831;25/06/2008;SOPRO DIVINO DISTRIBUIDORA DE GAS, AGUA E BEBIDAS LTDA;09313265000114;RUA JOAO RAMALHO,  354;;JARDIM CASA GRANDE;9961220;SP;DIADEMA;LIQUIGAS;30/09/2022;1 AREA  - Classe III - Port. DNC 27/96
1057955;001/GLP/BA0016536;26/07/2007;MARIA DA VITORIA OLIVEIRA SOUZA;08655552000140;AVENIDA AGUA FRIA,  370;;CIDADE JARDIM;45120000;BA;BARRA DO CHOCA;SUPERGASBRAS ENERGIA;14/05/2025;1 AREA  - Classe IV - NBR 15514
1064826;001/GLP/PA0020632;02/05/2008;CM COSTA LEAL EIRELI;10251510000276;RUA JOSÉ VICENTE DE MATOS,  S/N;;CENTRO;68198000;PA;TRAIRAO;NACIONAL GAS BUTANO;02/03/2018;1 AREA  - Classe III - NBR 15514
1058983;001/GLP/MG0017266;22/08/2007;HILDEBRANDO DE MELO & CIA LTDA;08837867000108;RUA MANGUEIRAS,  31;;TANCREDO NEVES;38800000;MG;SAO GOTARDO;INDEPENDENTE;11/12/2017;1 AREA  - Classe III - Port. DNC 27/96
1154886;GLP/MS0181092;13/11/2009;ALESSANDRA TOMADON;09047239000191;RUA PEDRO CELESTINO,  1748;;VILA PEDRO LUIZ AMORIM;79420000;MS;CAMAPUA;LIQUIGAS;15/09/2009;1 AREA  - Classe I - NBR 15514
1104607;GLP/RS0175135;12/11/2008;SUPERMERCADO WAGNER LTDA.;93801330000248;AVENIDA SARANDI,  188;TERREO;CENTRO;99590000;RS;RONDINHA;LIQUIGAS;28/09/2016;1 AREA  - Classe I - Port. DNC 27/96
1108012;GLP/AM0177045;26/03/2009;A G DA S BARROSO - ME;09024081000134;RUA SANTA ANA,  50;;COLONIA TERRA NOVA II;69093497;AM;MANAUS;AMAZONGAS;17/02/2009;1 AREA  - Classe I - Port. DNC 27/96
1162019;GLP/RJ0186629;26/05/2010;ESTRELA BRILHANTE COMERCIO DE GAS LTDA;11085290000130;LOTEAMENTO BAIRRO DO ROCHA,  SN;QUADRAC                   LOTE  04;PIABETA;25915000;RJ;MAGE;INDEPENDENTE;17/01/2022;1 AREA  - Classe III - NBR 15514
1162907;GLP/SP0187294;23/06/2010;THAINA CALORI COELHO FELTRAN & CIA LTDA;11811002000187;RUA BARAO DO RIO BRANCO,  215;;CENTRO;13790000;SP;SAO SEBASTIAO DA GRAMA;ULTRAGAZ;17/03/2020;1 AREA  - Classe III - NBR 15514
1161011;GLP/PI0186130;29/04/2010;HOLANDA CAMINHA & MOURA LTDA;10864093000237;AVENIDA SANTOS DUMONT,  1083;;AEROPORTO;64800000;PI;FLORIANO;BAHIANA;22/03/2010;1 AREA  - Classe IV - NBR 15514
1173034;GLP/BA0211311;17/10/2011;VICTOR & CARDOSO LTDA - ME;13027129000135;AVENIDA IRECE,  S/N;;CENTRO;44910000;BA;AMERICA DOURADA;INDEPENDENTE;24/04/2018;1 AREA  - Classe II - NBR 15514
1181967;GLP/RJ0212788;12/01/2012;KJB GÁS COMÉRCIO E TRANSPORTE DE GÁS GLP LTDA ME;11780110000130;RUA  CAVARU,  S/N;LOTE 2782;PORTO DA PEDRA;24436400;RJ;SAO GONCALO;SUPERGASBRAS ENERGIA;07/11/2011;1 AREA  - Classe III - NBR 15514
1169032;GLP/PR0204302;30/12/2010;C F FONSECA & CIA LTDA;82206970000374;RUA TIMBIRAS,  1924;LOTE 14  QUADRA 177 T;CENTRO;87355000;PR;JURANDA;INDEPENDENTE;05/05/2016;1 AREA  - Classe II - NBR 15514
1169080;GLP/MG0204357;30/12/2010;VERUALDO LANZONI MIRANDA;20159570000136;RUA DR MARIO HUGO LADEIRA,  110;LOJA 01;CENTRO;36150000;MG;RIO NOVO;COPA ENERGIA;10/01/2011;1 AREA  - Classe I - NBR 15514
1063166;GLP/SP0216063;06/07/2012;PAULO SÉRGIO NANZER - EPP;08922153000106;RUA PRUDENTE DE MORAES,  23;;SANTA EUDOXIA;13579000;SP;SAO CARLOS;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - NBR 15514
1188424;GLP/MG0215996;06/07/2012;EDGARD ROCHA SANTOS 45853428691;14880607000118;RUA RIO PARAMIRIM,  833;;CENTRO;39868000;MG;SERRA DOS AIMORES;SUPERGASBRAS ENERGIA;07/04/2017;1 AREA  - Classe I - NBR 15514
