CODIGOISIMP;AUTORIZACAO;DATAPUBLICACAO;RAZAOSOCIAL;CNPJ;ENDERECO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DISTRIBUIDORA;DATAVINCULACAO;CLASSE
1230192;GLP/MG0237882;27/12/2016;SUPER GAS FURTADO LTDA;24668447000100;RUA ARTUR BERNARDES,  1253;;MANGAABEIRAS;38550000;MG;COROMANDEL;INDEPENDENTE;19/02/2025;1 AREA  - Classe II - NBR 15514
1061121;001/GLP/PR0002247;23/11/2007;BONNO GAS COMERCIO DE GAS LTDA;05823241000154;RUA ARAPONGAS,  397;TERREO;CAPELA VELHA;83706160;PR;ARAUCARIA;INDEPENDENTE;21/12/2019;1 AREA  - Classe II - NBR 15514
1035356;001/GLP/PR0002316;02/02/2005;ANDERSON TORESAN LTDA;05772111000130;RUA NEREU RAMOS,  69;;TREVO DA GUARANY;85501370;PR;PATO BRANCO;NACIONAL GAS BUTANO;28/09/2023;1 AREA  - Classe IV - Port. DNC 27/96
1046643;001/GLP/SP0008390;11/09/2006;CIDIGAS COMERCIO DE GAS LTDA;00302480000145;RUA CARLOS NUNES DE PAULA,  1954;;JARDIM COLONIAL;12234000;SP;SAO JOSE DOS CAMPOS;ULTRAGAZ;21/08/2006;1 AREA  - Classe II - NBR 15514
1043636;001/GLP/RS0006697;27/04/2006;LUIZ ANTONIO BERTOLETTI;97266456000130;RUA SAO PEDRO,  725;;LOMBA DO PINHEIRO;91570000;RS;PORTO ALEGRE;LIQUIGAS;05/04/2006;1 AREA  - Classe IV - NBR 15514
1046362;001/GLP/RS0008233;29/08/2006;IVO QUANDT TIMM;01341884000100;RUA DONA FERMINA MOREIRA,  452;;VILA DO PRADO;96600000;RS;CANGUCU;LIQUIGAS;07/11/2022;1 AREA  - Classe II - NBR 15514
1064552;001/GLP/SP0020463;18/04/2008;ALENCAR PEREIRA;04702847000179;RUA ARATU,  165;;ELDORADO;9972100;SP;DIADEMA;LIQUIGAS;26/04/2023;1 AREA  - Classe II - NBR 15514
1054100;001/GLP/RS0013869;29/03/2007;ROGÉRIO A. BORGES;07037836000100;RUA ITARARÉ,  26;;CENTRO;99890000;RS;MAXIMILIANO DE ALMEIDA;ULTRAGAZ;19/03/2007;1 AREA  - Classe I - Port. DNC 27/96
1051770;001/GLP/SP0012271;15/02/2007;ODIMAS JOSÉ DIAS - ME.;59399055000169;RUA CONSELHEIRO RUI BARBOSA,  2.894;;VILA NOVA;15370000;SP;PEREIRA BARRETO;ULTRAGAZ;08/02/2007;1 AREA  - Classe II - Port. DNC 27/96
1050101;001/GLP/RS0010921;16/01/2007;MÔNICA DOS SANTOS FLORES - ME;08201168000177;ESTRADA VOLTA DA CHARQUEADA,  3264;SALA 01;MARINA;96505830;RS;CACHOEIRA DO SUL;ULTRAGAZ;08/11/2016;1 AREA  - Classe II - NBR 15514
1043963;001/GLP/RS0006863;15/05/2006;COMERCIO DE GAS VOGELMANN LTDA;05728650000171;RUA LUDOVICO DELLA MEA,  346;SALA 01;VERA CRUZ;99040170;RS;PASSO FUNDO;ULTRAGAZ;25/11/2020;1 AREA  - Classe III - NBR 15514
1047782;001/GLP/RJ0009065;09/11/2006;SUPERGASBRAS ENERGIA LTDA;19791896009744;RUA AVELINO ALVES PEREIRA,  165;;BARRA MANSA;27335430;RJ;BARRA MANSA;SUPERGASBRAS ENERGIA;06/07/2006;1 AREA  - Classe VI - NBR 15514
1101537;GLP/RS0172461;29/08/2008;MARIO KHUN ME;92594522000187;RUA CEARA,  320;;RINCAO;93348060;RS;NOVO HAMBURGO;SUPERGASBRAS ENERGIA;21/08/2008;1 AREA  - Classe I - Port. DNC 27/96
1102413;GLP/SE0172722;02/09/2008;ANTÔNIO CESAR BISPO DOS SANTOS;02795213000182;AVENIDA LUCIO PRADO,  S/N;;CENTRO;49960000;SE;JAPARATUBA;SUPERGASBRAS ENERGIA;16/01/2017;1 AREA  - Classe II - Port. DNC 27/96
1100103;GLP/MG0057798;10/07/2008;IMPERIO DO GAS DE MURIAE LTDA;06955394000118;RUA MANOEL FLORENTINO DE CARVALHO,  275;;CARDOSO DE MELO;36887228;MG;MURIAE;SUPERGASBRAS ENERGIA;28/07/2021;1 AREA  - Classe IV - NBR 15514
1100993;GLP/SP0171751;12/08/2008;J. C. DA SILVA ARAÇATUBA ME;03509665000113;RUA MARIA JOSEFA MARTINEZ MARTINELLI,  306;;AGUA BRANCA II;16012698;SP;ARACATUBA;ULTRAGAZ;08/12/2012;1 AREA  - Classe I - Port. DNC 27/96
1061700;001/GLP/PR0018951;08/01/2008;LIVAELKI TORRES MAGARI & CIA. LTDA.;04769893000195;AVENIDA CRISPIM FURQUIM DE SIQUEIRA,  851;;CENTRO;83560000;PR;ITAPERUCU;COPA ENERGIA;12/12/2007;1 AREA  - Classe I - Port. DNC 27/96
1063377;001/GLP/RS0019987;04/03/2008;NARA E R GUINGUER ME;08726246000157;RUA PASSO FUNDO,  592;;VIEGAS;96180000;RS;CAMAQUA;LIQUIGAS;26/02/2008;1 AREA  - Classe I - Port. DNC 27/96
1061511;001/GLP/RS0018824;24/12/2007;GILBERTO TADEU ALVES DE SOUZA;07579655000105;AVENIDA CORONEL VICTOR DUMONCEL,  1460;;CENTRO;98240000;RS;SANTA BARBARA DO SUL;SUPERGASBRAS ENERGIA;10/09/2007;1 AREA  - Classe I - Port. DNC 27/96
1150755;GLP/MG0178549;27/07/2009;J.CAMPOS TOLEDO;10696922000139;RUA LINDOLFO CALIAN,  S/N;;CENTRO;36150000;MG;RIO NOVO;INDEPENDENTE;05/05/2016;1 AREA  - Classe III - NBR 15514
1040110;GLP/PR0182028;15/12/2009;SAVECAR COMERCIO DE COMBUSTIVEIS LTDA;07423820000135;AVENIDA PRESIDENTE EPITACIO,  337;;CENTRO;85940000;PR;QUATRO PONTES;LIQUIGAS;27/07/2009;1 AREA  - Classe I - NBR 15514
1151030;GLP/ES0176652;05/02/2009;D.F.G COMERCIO DE GAS LTDA;03505769000150;RUA MARIA JULIA SIMOES DE ALMEIDA,  12;;CORAMARA;29313420;ES;CACHOEIRO DE ITAPEMIRIM;NACIONAL GAS BUTANO;19/01/2009;1 AREA  - Classe III - NBR 15514
1013393;GLP/SC0175123;12/11/2008;POSTO NEREUENSE LTDA;05015792000191;AVENIDA DESEMBARGADOR ÉRICO TORRES,  239;;CENTRO;89184000;SC;PRESIDENTE NEREU;LIQUIGAS;05/11/2008;1 AREA  - Classe I - Port. DNC 27/96
1038698;GLP/ES0175976;12/12/2008;CORUMBA PONTAL POSTO DE COMBUSTIVEIS LTDA;05059538000195;AVENIDA DAS LUAS,  S/N;QUADRA 122;PONTAL DO IPIRANGA;29916510;ES;LINHARES;SUPERGASBRAS ENERGIA;17/05/2017;1 AREA  - Classe I - Port. DNC 27/96
1164236;GLP/MG0188188;03/08/2010;LUIZ CESAR DE MELO & CIA. LTDA;20882148000104;AVENIDA GERALDO PORFIRIO BOTELHO,  2088;;VILA FERTIZA;38184250;MG;ARAXA;SUPERGASBRAS ENERGIA;11/07/2024;1 AREA  - Classe III - NBR 15514
1015112;GLP/PE0203226;30/11/2010;POSTO CASSINO LTDA;09679671000103;AVENIDA ANTONIO VICENTE NOVELINO,  670;RODOVIA BR 101 NORTELOTE  4                   QUADRAB                         JARDIM BOA SORTE;PANCO;53630667;PE;IGARASSU;MINASGAS;30/11/2020;1 AREA  - Classe I - NBR 15514
1168396;GLP/PE0203832;13/12/2010;OSVALDO JUVÊNCIO DA SILVA MERCADINHO ME;07301751000197;RUA ARGEMIRA PAES BARRETO,  1638;LOJA;CENTRO;53610290;PE;IGARASSU;NACIONAL GAS BUTANO;22/10/2010;1 AREA  - Classe I - NBR 15514
1165275;GLP/MG0201429;06/09/2010;GEOVANE BATISTA BARBOSA ME;08766738000176;PC. FENRANDO MAURÍLIO LOPES,  84;B;CENTRO;36918000;MG;SAO JOAO DO MANHUACU;INDEPENDENTE;05/05/2016;1 AREA  - Classe II - NBR 15514
1162561;GLP/RJ0187026;15/06/2010;GELSON B NERY REVENDEDORA DE GÁS DE COZINHA ME;03684544000108;RUA AGOSTINHO CARLOS,  S/N;LOTE 19 QUADRA 11;GRANDE RIO;26387310;RJ;QUEIMADOS;INDEPENDENTE;05/05/2016;1 AREA  - Classe III - NBR 15514
1160682;GLP/MG0185506;16/04/2010;JUSSANIA LARA DE LIMA;09457360000191;RUA JOÃO GOMES DA CRUZ,  99;;BELA VISTA;38720000;MG;LAGOA FORMOSA;LIQUIGAS;16/09/2019;1 AREA  - Classe I - NBR 15514
1159974;GLP/MG0184810;24/03/2010;MARIA DO CARMO OLIVEIRA MORAIS CPF 02854387600 ME;02017053000140;RUA DR. EPIPHANIO MAGALHAES MACEDO,  286;;JD. BELA VISTA;37150000;MG;CARMO DO RIO CLARO;LIQUIGAS;13/07/2017;1 AREA  - Classe III - NBR 15514
1017734;GLP/MS0181691;02/12/2009;AUTO POSTO NORTE SUL LTDA;24668469000161;AVENIDA MANOEL DA COSTA LIMA,  2590;;GUANANDI;79086110;MS;CAMPO GRANDE;NGC DISTRIBUIDORA;21/07/2021;1 AREA  - Classe II - NBR 15514
1174165;GLP/SP0208128;06/06/2011;COMERCIO DE GAS L. N. LTDA;11432337000194;AVENIDA PEDRO AUGUSTO RANGEL,  176;;JARDIM PAULISTA;18113141;SP;VOTORANTIM;SUPERGASBRAS ENERGIA;17/04/2017;1 AREA  - Classe IV - NBR 15514
1172350;GLP/RN0206786;12/04/2011;DOIS IRMAOS COMERCIAL DE GAS LTDA - ME.;12803630000183;R.SARGITARIO,  19;LOT. SAO PEDRO;SANTO ANTONIO DO POTENGI;59290000;RN;SAO GONCALO DO AMARANTE;LIQUIGAS;28/02/2011;1 AREA  - Classe II - NBR 15514
1173955;GLP/SC0207957;27/05/2011;COMERCIAL SPIES LTDA ME .;84375302000134;RUA JOÃO CASTILHO,  108;;CENTRO;89898000;SC;TUNAPOLIS;LIQUIGAS;28/04/2011;1 AREA  - Classe II - NBR 15514
1169966;GLP/MS0205130;27/01/2011;MAYCON MARCOLINO MELO - ME;09146773000155;AV. AMÉRICO DE SOUZA BRITO,  252;;VILA CARMEM;79480000;MS;RIO VERDE DE MATO GROSSO;LIQUIGAS;05/06/2018;1 AREA  - Classe II - NBR 15514
1167186;GLP/PR0202825;10/11/2010;EDUARDO KLECHEWSKI;10409000000101;ESTRADA PRINCIPAL,  SN;;ONCAS;83700970;PR;ARAUCARIA;LIQUIGAS;28/12/2016;1 AREA  - Classe II - NBR 15514
1151185;GLP/GO0204994;27/01/2011;ALMEIDA & BONTEMPO LTDA;02073084000119;ROD GO-060  -  KM 190,  S/N;;SETOR CENTRAL;76205000;GO;ISRAELANDIA;LIQUIGAS;11/06/2010;1 AREA  - Classe II - NBR 15514
1169201;GLP/TO0204487;10/01/2011;MOACIR C PIAS;00822952000190;RUA TOCANTINS,  492;;CENTRO;77670000;TO;DIVINOPOLIS DO TOCANTINS;LIQUIGAS;13/12/2021;1 AREA  - Classe IV - NBR 15514
1172101;GLP/PR0206584;30/03/2011;SEBASTIÃO  TEIXEIRA LOPES  BAR E MERCEARIA - ME;02816560000144;RUA GUARAPUAVA,  986;QUADRA 135    LOTE 01;C. HABITACIONAL JOÃO PAULO II;87970000;PR;NOVA LONDRINA;LIQUIGAS;11/02/2011;1 AREA  - Classe I - NBR 15514
1064392;GLP/RS0213399;15/02/2012;COMERCIO DE COMBUSTIVEIS INDICATTI & INDICATTI LTDA.;09257484000123;RODOVIA BR 285, KM 99,  S/N;;PASSO DO CARRO;95236000;RS;MONTE ALEGRE DOS CAMPOS;LIQUIGAS;05/01/2012;1 AREA  - Classe I - NBR 15514
1174010;GLP/PA0208020;27/05/2011;JOBERTH SOUZA DE OLIVEIRA;12851891000179;TRAVESSA  BOM JARDIM /PASSAGEM DOUTOR  GONCALVES,  76;;JURUNAS;66030210;PA;BELEM;NACIONAL GAS BUTANO;02/03/2018;1 AREA  - Classe I - NBR 15514 , 3 AREAS - Classe II - NBR 15514
1189319;GLP/MG0216420;03/08/2012;COMERCIO DE AGUA E GAS DAMASCENA LTDA;15509291000115;RUA FREI SIMEAO,  741;;CENTRO;39864000;MG;CARLOS CHAGAS;LIQUIGAS;25/04/2019;1 AREA  - Classe IV - NBR 15514
1166598;GLP/BA0212302;09/12/2011;R. M. COMERCIAL DE COMBUSTÍVEIS LTDA.;12392654000197;AVENIDA ANTONIO SERGIO CARNEIRO,  1210;;SANTO ANTONIO DOS PRAZERES;44071270;BA;FEIRA DE SANTANA;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - NBR 15514
1190360;GLP/MT0217093;30/08/2012;V RUFINO DE SANTANA ALIMENTOS - ME;11069167000125;AVENIDA UNIÃO,  S/N;LOTE  05  QUADRA 11;DISTRITO COLORADO;78515000;MT;NOVA CANAA DO NORTE;NACIONAL GAS BUTANO;13/06/2014;1 AREA  - Classe II - NBR 15514
1188697;GLP/MG0216120;13/07/2012;GEOVANI NOGUEIRA DA SILVA ME;14011082000184;R: DOS OPERARIOS,  387;;CENTRO;37472000;MG;CARMO DE MINAS;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - NBR 15514
1185251;GLP/RS0214361;04/04/2012;DENIS WOLF & CIA LTDA;02715710000123;IGREIJINHA,  S/N;;DISTRITO;99528000;RS;COQUEIROS DO SUL;LIQUIGAS;06/09/2011;1 AREA  - Classe I - NBR 15514
1209093;GLP/RO0226796;15/09/2014;M R PONTES PORTELA  ME;19757609000138;RUA  RIO DE JANEIRO,  9678;;JARDIM SANTANA;76828516;RO;PORTO VELHO;FOGAS;26/08/2014;1 AREA  - Classe II - NBR 15514
1015080;GLP/CE0229745;11/06/2015;SEVERINO ALMEIDA CHAVES;09411539000108; BR 020 KM 402,  S/N;Q-31 LOTE  N. 05;JARDIM FORTALEZA;61605600;CE;CAUCAIA;INDEPENDENTE;08/07/2021;1 AREA  - Classe II - NBR 15514
1216074;GLP/RJ0230147;13/07/2015;SILVA E RODRIGUES COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;10697473000143;RUA BENEDITO SANTOS,  55;A;CENTRO;28360000;RJ;BOM JESUS DO ITABAPOANA;ULTRAGAZ;23/11/2023;1 AREA  - Classe III - NBR 15514
1212735;GLP/SC0228489;06/02/2015;RODRIGO COELHO GAS E AGUA;20535642000100;RUA GUANABARA,  730;;BOA VISTA;89167172;SC;RIO DO SUL;ULTRAGAZ;31/05/2019;1 AREA  - Classe II - NBR 15514
1225934;GLP/PA0235527;09/08/2016;P C D CUNHA E CIA LTDA - EPP;24038963000142;AV NAÇÕES,  S/N;;CENTRO;68390000;PA;OURILANDIA DO NORTE;NACIONAL GAS BUTANO;02/03/2018;1 AREA  - Classe IV - NBR 15514
1219173;GLP/PB0231723;24/11/2015;ARICARLA PEREIRA DOS SANTOS 09964922400;22721356000157;R MARTINHO PEDRO,  SN;;CENTRO;58158000;PB;SAO VICENTE DO SERIDO;MINASGAS;07/10/2015;1 AREA  - Classe I - NBR 15514
1221685;GLP/GO0233165;03/03/2016;DEPÓSITO DE GÁS DA FAMÍLIA LTDA - ME;23834055000100;RUA JORGE RABELO,  S/N;QD 08 LT 05;SETOR ALFHAVILLE;75400000;GO;INHUMAS;SUPERGASBRAS ENERGIA;23/03/2018;1 AREA  - Classe II - NBR 15514
1227501;GLP/MT0236413;28/09/2016;ADRIANO GONCALVES DE ALMEIDA;14431963000154;RUA A,  2876;;NOVO PARAISO;78055711;MT;CUIABA;FOGAS;21/06/2023;1 AREA  - Classe III - NBR 15514
1218902;GLP/MT0231587;06/11/2015;ROBSON ALVES ROSOLEM - ME;12817903000149;R JOSE BEZERRA,  1059;E;CENTRO;78563000;MT;TABAPORA;SUPERGASBRAS ENERGIA;10/06/2015;1 AREA  - Classe III - NBR 15514
1222854;GLP/RS0233745;22/04/2016;CLARICE SWIDERSKI TAVARES ME;13042404000190;RUA JOÃO VENDRUSCULO,  485;;CENTRO;99830000;RS;GAURAMA;INDEPENDENTE;04/07/2018;1 AREA  - Classe I - NBR 15514
1059231;GLP/RJ0237704;15/12/2016;VINTE E OITO DE OUTUBRO COMERCIO E TRANSPORTE DE GAS LTDA;05770796000185;RUA   CANDIA,  10;249;DUZENTOS E QUARENTA E NOVE;27267030;RJ;VOLTA REDONDA;ULTRAGAZ;15/02/2017;1 AREA  - Classe III - NBR 15514
1220390;GLP/SP0232415;08/01/2016;E. R. DE ALMEIDA COMERCIO DE GLP LTDA;09003615000146;AVENIDA EUFRASIA MONTEIRO PETRAGLIA,  561;LOTE  01A08               QUADRA10;JARDIM DR. ANTONIO PETRAGLIA;14409160;SP;FRANCA;ULTRAGAZ;08/04/2025;1 AREA  - Classe VII - NBR 15514
1235312;GLP/RR0240628;17/07/2017;E. DA SILVA SALES FILHO;25197558000130;RUA JOAQUIM PINTO S. MAIOR,  98;CASA  02;NOSSA SENHORA APARECIDA;69306260;RR;BOA VISTA;AMAZONGAS;07/01/2025;1 AREA  - Classe II - NBR 15514
1202278;GLP/RS0242866;10/11/2017;SIM REDE DE POSTOS LTDA;07473735008166;RODOVIA RS 129,  S/N;127.9;PLANALTO;99200000;RS;GUAPORE;SUPERGASBRAS ENERGIA;10/11/2017;1 AREA  - Classe II - NBR 15514
1240899;GLP/SP0243799;06/02/2018;MARCELO CLEYTON DE OLIVEIRA 39106499805;27049644000120;ROD TANCREDO NEVES,  S/N;CASA;PIAI;18150000;SP;IBIUNA;INDEPENDENTE;06/02/2018;1 AREA  - Classe II - NBR 15514
1244134;GLP/MA0245648;29/05/2018;PACHECO GAS LTDA;19969531000468;AVENIDA RIO AMAZONAS,  98;;TRIZIDELA;65950000;MA;BARRA DO CORDA;BAHIANA;20/05/2024;1 AREA  - Classe V - NBR 15514
1232394;GLP/RS0239060;31/03/2017;GW COMERCIO DE GAS E AGUA LTDA EPP;24153774000110;RUA  DAS ROSAS,  1475;LOTEAMENTO PARQUE DAS ROSAS;DESVIO RIZZO;95110680;RS;CAXIAS DO SUL;ULTRAGAZ;31/03/2017;1 AREA  - Classe III - NBR 15514
1250571;GLPSP0312722;11/01/2019;FATIMA GRACIANA DE OLIVEIRA BRANDAO;05072710000140;AVENIDA TIRADENTES,  451;QUADRA8 LOTE 12;JARDIM TRIUNFO;13920000;SP;PEDREIRA;COPA ENERGIA;11/01/2019;1 AREA  - Classe III - NBR 15514
1249405;GLPMG0309253;28/11/2018;TRIANGULO SUPERMERCADOS PLANURA EIRELI;03666254000565;RUA FRONTEIRA,  685;;VILA OLIMPICA;38220000;MG;PLANURA;ULTRAGAZ;28/11/2018;1 AREA  - Classe II - NBR 15514
1246673;GLPGO0303892;28/08/2018;MARTINS & STIVAL LTDA;02134708000160;RUA FLORINDO STIVAL,  SN;QUADRA027                 LOTE  001;CENTRO;75470000;GO;NOVA VENEZA;LIQUIGAS;13/09/2019;1 AREA  - Classe II - NBR 15514
1248569;GLPGO0307234;29/10/2018;DELEON DIAS MARQUES 00994078170;15806766000135;RUA JOSE MARRA DE CASTRO,  938 A;;CENTRO;75660000;GO;BURITI ALEGRE;SUPERGASBRAS ENERGIA;29/10/2018;1 AREA  - Classe I - NBR 15514
1250227;GLPAC0312177;27/12/2018;CIOFFI & OLIVEIRA LTDA;04607706000177;RUA NASSERE NASSERALA JOSE,  125;MERCEARIA SAO FELIPE;SAO FELIPE;69940000;AC;SENA MADUREIRA;FOGAS;27/12/2018;1 AREA  - Classe III - NBR 15514
1255477;GLPRJ0325929;11/07/2019;PORTO FINO COMERCIO E TRANSPORTE DE GAS LTDA;31676145000130;RODOVIA AMARAL PEIXOTO,  KM 90;LOTE  14 QUADRA A               LOTEAMENTO PORTO          FINO;BANANEIRAS;28970000;RJ;ARARUAMA;NACIONAL GAS BUTANO;13/10/2023;1 AREA  - Classe III - NBR 15514
1241659;GLP/GO0244211;07/03/2018;LOURIVAL VINHA DE OLIVEIRA 85826650168;28973736000165;R MANOEL LOPES DE LIMA,  S/N;QUADRA 01 LOTE 07;SANTA CECILIA;76400000;GO;URUACU;LIQUIGAS;07/03/2018;1 AREA  - Classe II - NBR 15514
1242216;GLP/PR0244518;28/03/2018;J.L. WINTER TRANSPORTES LTDA;29416163000131;RUA MATO GROSSO,  914;;CENTRO;85485000;PR;TRES BARRAS DO PARANA;SUPERGASBRAS ENERGIA;01/12/2023;1 AREA  - Classe II - NBR 15514
1244759;GLPGO0301262;21/06/2018;COMERCIAL LOPES EIRELI;28615831000197;RUA AMELIA PEREIRA DE SOUZA,  SN;QUADRA23                  LOTE  01;ALTO DA BOA VISTA;75460000;GO;NEROPOLIS;INDEPENDENTE;21/06/2018;1 AREA  - Classe II - NBR 15514
1257982;GLPMT0343795;08/10/2019;MATO GROSSO DISTRIBUIDORA DE GAS LTDA;05131759000801;AVENIDA ISMAEL JOSE DO NASCIMENTO,  4333;SETOR W;VILA ESMERALDA;78300000;MT;TANGARA DA SERRA;ULTRAGAZ;08/10/2019;1 AREA  - Classe III - NBR 15514
1263072;GLPCE0354256;09/04/2020;NOSSO GAS GUANABARA LTDA;36229890000155;AVENIDA MAJOR ASSIS,  1537;;JARDIM GUANABARA;60346385;CE;FORTALEZA;MINASGAS;09/04/2020;1 AREA  - Classe III - NBR 15514
1257452;GLPAM0341989;17/09/2019;IRANETH BRAGA DA SILVA;31455675000159;RUA ITAQUERAIMA,  33;LOJA  01                  QUADRAE-28                LOTE  LOTEAM. NOVO ALEIXO LOTE  01;NOVO ALEIXO;69098204;AM;MANAUS;AMAZONGAS;17/09/2019;2 AREAS - Classe I - NBR 15514
1263885;GLPSP0355747;19/05/2020;J. S. CAJAIBA COMERCIO DE GAS;35830939000168;AVENIDA EMILIO RIBAS,  1628;;JARDIM TIJUCO;7020010;SP;GUARULHOS;INDEPENDENTE;09/10/2020;1 AREA  - Classe II - NBR 15514
1263646;GLPSP0355332;11/05/2020;LEALDADE COMERCIO DE GAS EIRELI;36701713000120;RODOVIA JOSE SIMOES LOURO JUNIOR,  210;;ITARARE;6900000;SP;EMBU-GUACU;LIQUIGAS;11/05/2020;1 AREA  - Classe IV - NBR 15514
1274371;GLPES0379473;17/06/2021;FLAVIO RISSI BATISTA;41860744000163;AVENIDA CRICARE,  2202;;CRICARE;29931730;ES;SAO MATEUS;INDEPENDENTE;17/06/2021;1 AREA  - Classe II - NBR 15514
1275148;GLPAC0382243;15/07/2021;F. ARAUJO DA SILVA LTDA;37243302000281;RUA FELICIDADE,  23;;CAGEACRE;69930000;AC;XAPURI;AMAZONGAS;15/07/2021;1 AREA  - Classe III - NBR 15514
1276191;GLPMT0384710;13/08/2021;NOSSO LAR COMERCIO DE ALIMENTOS LTDA;28366240000123;RUA BELA VISTA,  130;LOT. QUARTA FEIRA;ALVORADA;78048498;MT;CUIABA;COPA ENERGIA;13/08/2021;1 AREA  - Classe I - NBR 15514
1272043;GLPSC0371609;22/03/2021;GDI SUL DISTRIBUIDORA DE GLP LTDA;40140184000100;AVENIDA UNIVERSITARIA,  1.460;;STA LUZIA;88806001;SC;CRICIUMA;ULTRAGAZ;22/03/2021;1 AREA  - Classe V - NBR 15514
1165498;GLPGO0386711;29/09/2021;EURIPEDES FELIX DA SILVA;11768316000144;AVENIDA DEMOCRATAS,  SN;QUADRA 77 LOTE 22 SALA 01;SETOR GARAVELO RESIDENCIAL PARK;74930480;GO;APARECIDA DE GOIANIA;INDEPENDENTE;29/09/2021;1 AREA  - Classe I - NBR 15514
1275640;GLPMG0383441;29/07/2021;FERNANDO VIANA DE OLIVEIRA;41675429000166;RUA AMERICO VESPUCIO,  350;;PARQUE TABOQUINHA;38660000;MG;BURITIS;COPA ENERGIA;03/02/2023;1 AREA  - Classe IV - NBR 15514
1275265;GLPBA0382565;19/07/2021;CLAUDEMILSON SANTOS SOUZA GAS DE IBIQUERA;35075686000245;RUA SANTA BARBARA,  684;;CENTRO;46830000;BA;ANDARAI;BAHIANA;19/07/2021;1 AREA  - Classe IV - NBR 15514
1275659;GLPSP0383483;29/07/2021;QUALITY GAS E AGUA LTDA;39792092000125;RUA AGUAS DE LINDOIA,  55;;RESIDENCIAL SAO JOAQUIM;13452045;SP;SANTA BARBARA D'OESTE;SUPERGASBRAS ENERGIA;12/04/2022;1 AREA  - Classe II - NBR 15514
1235047;GLPCE0377574;28/05/2021;I.M. NUNES MACARIO;21692909000128;AVENIDA GENERAL OSORIO DE PAIVA,  2447;;VILA PERI;60730085;CE;FORTALEZA;BAHIANA;28/05/2021;1 AREA  - Classe III - NBR 15514
1270042;GLPDF0367167;05/01/2021;VC COMERCIO DE GAS LTDA;28076894000112;SETOR SHSN CH 98A LOTE 21A,  S/N;VC 311 TRECHO II;CEILANDIA SUL (CEILANDIA);72236800;DF;BRASILIA;NACIONAL GAS BUTANO;08/07/2022;1 AREA  - Classe III - NBR 15514
1272033;GLPMG0371562;22/03/2021;CAETANO GAS LTDA;38459026000175;RUA JOAQUIM MIRANDA,  25;;CENTRO;35850000;MG;CONGONHAS DO NORTE;COPA ENERGIA;22/03/2021;1 AREA  - Classe III - NBR 15514
1273566;GLPMG0377050;24/05/2021;JR GAS E COMERCIO LTDA;40133566000106;RUA SAO PEDRO,  109;;SAO PEDRO;39775000;MG;JOSE RAYDAN;INDEPENDENTE;24/05/2021;1 AREA  - Classe II - NBR 15514
1275922;GLPRR0384132;05/08/2021;N S DA S VIEIRA & CIA LTDA;11290750000161;RUA ELIANE NOGUEIRA CRUZ,  815;;CENTRO;69340000;RR;MUCAJAI;FOGAS;05/08/2021;1 AREA  - Classe III - NBR 15514
1281145;GLPPR0393162;09/02/2022;DI GAS COMERCIO DE GAS LTDA;31459271000133;RUA ROMA,  698;;CASCAVEL VELHO;85818430;PR;CASCAVEL;INDEPENDENTE;09/02/2022;1 AREA  - Classe III - NBR 15514
1283101;GLPGO0397861;18/04/2022;ELIAS JOSE LEITE DE BRITO - DEP DE GAS;42875100000101;RUA AEROPORTO,  SN;QUADRA01                  LOTE  01;SERRA DOURADA;76600000;GO;GOIAS;INDEPENDENTE;18/04/2022;1 AREA  - Classe III - NBR 15514
1283287;GLPRO0398417;27/04/2022;DIN GAS LTDA;44554307000100;RUA ULISSES GUIMARAES,  2050;;CENTRO;76995000;RO;CORUMBIARA;AMAZONGAS;27/04/2022;1 AREA  - Classe III - NBR 15514
1279879;GLPRS0391192;21/12/2021;DISTRIBUIDORA DE GAS SABIA LTDA;42152993000167;RUA LUIZ FRITSCHER,  151;;CENTRO;95870000;RS;BOM RETIRO DO SUL;NACIONAL GAS BUTANO;21/12/2021;1 AREA  - Classe II - NBR 15514
1287463;GLP/MA0246668;01/11/2022;J V OLIVEIRA COMERCIO;47168720000124;RUA  ANDIROBA,  173;;NOVA VIDA ANDIROBA;65057663;MA;SAO LUIS;INDEPENDENTE;01/11/2022;1 AREA  - Classe II - NBR 15514
1289785;GLP/RJ0247720;10/04/2023;CURUMIM DE SAQUAREMA REVENDA DE GAS LTDA;46605980000157;AVENIDA   NOVA SAQUAREMA,  0;LOTE 3 QUADRA505;VILATUR;28992263;RJ;SAQUAREMA;INDEPENDENTE;10/04/2023;1 AREA  - Classe III - NBR 15514
1291572;GLPSP0414587;30/05/2023;GAS E AGUA SANTA PAULA LTDA;50345093000164;RUA JOSE CONCEICAO BARREIROS,  96;;RESIDENCIAL SANTA PAULA;12302224;SP;JACAREI;SUPERGASBRAS ENERGIA;30/05/2023;1 AREA  - Classe II - NBR 15514
1295510;GLPBA0422221;19/09/2023;SUPER CINTRA COMERCIO DE ALIMENTOS LTDA;36314133000341;RUA GETULIO VARGAS,  30;;CENTRO;48290000;BA;ITANAGRA;INDEPENDENTE;19/09/2023;1 AREA  - Classe II - NBR 15514
